id,ent_origine,client,quantity,delivery_date,shipping_costs,delivery_state
81517,6,8415,8.5,2020-2-1,0.0,livre
81518,10,4013,1.97,2020-9-10,0.0,livre
81519,42,4784,7.58,2020-5-14,0.0,livre
81520,12,6099,9.93,2020-1-12,0.0,livre
81521,4,8062,8.61,2020-2-30,0.0,livre
81522,18,4269,0.08,2020-9-30,0.0,livre
81523,8,3344,0.78,2020-3-12,0.0,livre
81524,6,3028,5.83,2020-5-15,0.0,livre
81525,42,8577,4.86,2020-4-3,0.0,livre
81526,25,3571,4.53,2020-7-8,0.0,livre
81527,34,65,5.03,2020-4-30,0.0,livre
81528,25,5224,5.19,2020-3-26,0.0,livre
81529,13,7476,3.13,2020-9-8,0.0,livre
81530,12,3283,9.59,2020-1-23,0.0,livre
81531,23,6426,5.69,2020-7-19,0.0,livre
81532,43,5595,6.26,2020-5-28,0.0,livre
81533,13,7191,7.78,2020-1-7,0.0,livre
81534,41,504,5.29,2020-8-12,0.0,livre
81535,34,1523,1.68,2020-1-25,0.0,livre
81536,9,1338,4.17,2020-3-31,0.0,livre
81537,23,7171,6.8,2020-8-6,0.0,livre
81538,42,2332,8.35,2020-3-10,0.0,livre
81539,45,2245,4.32,2020-5-5,0.0,livre
81540,8,6720,4.2,2020-5-19,0.0,livre
81541,33,7814,4.02,2020-11-8,0.0,livre
81542,7,2826,8.64,2020-10-14,0.0,livre
81543,14,3932,7.41,2020-11-24,0.0,livre
81544,3,3832,8.95,2020-5-18,0.0,livre
81545,19,913,7.81,2020-2-11,0.0,livre
81546,22,5017,2.6,2020-12-6,0.0,en cour
81547,43,4187,7.01,2020-4-24,0.0,livre
81548,28,7479,8.03,2020-2-15,0.0,livre
81549,30,8227,6.61,2020-9-6,0.0,livre
81550,5,3593,9.32,2020-4-1,0.0,livre
81551,13,1117,5.29,2020-2-20,0.0,livre
81552,6,983,3.58,2020-7-12,0.0,livre
81553,13,1769,0.53,2020-1-4,0.0,livre
81554,25,3005,4.61,2020-7-9,0.0,livre
81555,8,1840,2.63,2020-9-7,0.0,livre
81556,42,2627,8.12,2020-6-21,0.0,livre
81557,25,2419,3.22,2020-4-2,0.0,livre
81558,42,1027,8.88,2020-9-5,0.0,livre
81559,26,686,3.68,2020-1-8,0.0,livre
81560,8,8244,9.08,2020-11-27,0.0,livre
81561,8,5682,7.21,2020-11-21,0.0,livre
81562,20,3700,3.24,2020-3-29,0.0,livre
81563,21,8035,4.57,2020-10-8,0.0,livre
81564,1,5883,0.12,2020-9-5,0.0,livre
81565,46,6129,8.66,2020-12-11,0.0,en cour
81566,0,8744,8.47,2020-2-30,0.0,livre
81567,47,8524,9.96,2020-12-19,0.0,en cour
81568,28,7400,0.88,2020-5-22,0.0,livre
81569,28,1077,5.77,2020-10-9,0.0,livre
81570,35,2234,2.9,2020-8-31,0.0,livre
81571,0,1496,1.01,2020-3-11,0.0,livre
81572,34,130,6.36,2020-10-11,0.0,livre
81573,5,6719,4.63,2020-9-24,0.0,livre
81574,7,3153,3.39,2020-7-16,0.0,livre
81575,1,3988,2.89,2020-9-21,0.0,livre
81576,17,7445,8.29,2020-5-9,0.0,livre
81577,17,4458,1.41,2020-11-6,0.0,livre
81578,8,8146,2.75,2020-6-27,0.0,livre
81579,3,3184,2.34,2020-3-10,0.0,livre
81580,3,7751,8.52,2020-6-8,0.0,livre
81581,37,3562,6.84,2020-10-6,0.0,livre
81582,23,4321,3.08,2020-6-21,0.0,livre
81583,1,2633,0.23,2020-4-20,0.0,livre
81584,5,4339,1.47,2020-6-15,0.0,livre
81585,2,7045,9.79,2020-4-11,0.0,livre
81586,14,3597,2.33,2020-5-18,0.0,livre
81587,32,6534,2.98,2020-1-2,0.0,livre
81588,36,6394,0.3,2020-11-30,0.0,livre
81589,34,8334,2.39,2020-9-4,0.0,livre
81590,15,4774,1.8,2020-1-23,0.0,livre
81591,42,5239,1.83,2020-9-17,0.0,livre
81592,17,8502,2.22,2020-8-31,0.0,livre
81593,1,518,8.55,2020-3-22,0.0,livre
81594,32,4202,7.19,2020-5-4,0.0,livre
81595,32,3095,9.76,2020-2-2,0.0,livre
81596,1,7986,4.84,2020-9-8,0.0,livre
81597,13,4315,4.74,2020-2-7,0.0,livre
81598,21,4514,4.88,2020-12-23,0.0,en cour
81599,12,6016,0.99,2020-12-17,0.0,en cour
81600,4,2968,2.98,2020-3-6,0.0,livre
81601,45,4243,2.97,2020-12-10,0.0,en cour
81602,40,8033,2.63,2020-8-25,0.0,livre
81603,23,1690,4.04,2020-12-27,0.0,en cour
81604,21,475,3.18,2020-8-1,0.0,livre
81605,36,1538,4.77,2020-12-21,0.0,en cour
81606,29,8445,0.62,2020-10-12,0.0,livre
81607,27,4464,2.9,2020-1-29,0.0,livre
81608,1,552,3.68,2020-12-20,0.0,en cour
81609,46,4186,1.14,2020-1-25,0.0,livre
81610,15,2901,8.55,2020-12-2,0.0,en cour
81611,10,6798,4.98,2020-12-19,0.0,en cour
81612,0,1228,6.05,2020-6-22,0.0,livre
81613,47,3562,1.76,2020-12-14,0.0,en cour
81614,36,24,0.67,2020-6-16,0.0,livre
81615,39,2676,5.01,2020-8-11,0.0,livre
81616,8,6118,2.64,2020-9-11,0.0,livre
81617,42,8474,6.44,2020-6-5,0.0,livre
81618,46,808,9.69,2020-7-19,0.0,livre
81619,17,7907,2.09,2020-8-13,0.0,livre
81620,50,7627,3.58,2020-9-21,0.0,livre
81621,5,6710,8.71,2020-7-1,0.0,livre
81622,22,847,8.75,2020-10-1,0.0,livre
81623,49,8225,8.96,2020-10-23,0.0,livre
81624,28,7986,8.64,2020-10-4,0.0,livre
81625,41,404,6.97,2020-2-3,0.0,livre
81626,4,3612,4.78,2020-9-13,0.0,livre
81627,0,342,8.83,2020-6-15,0.0,livre
81628,45,5477,3.57,2020-6-14,0.0,livre
81629,1,6305,0.71,2020-2-2,0.0,livre
81630,39,1180,4.25,2020-8-19,0.0,livre
81631,16,4600,0.31,2020-2-26,0.0,livre
81632,40,5250,8.78,2020-11-2,0.0,livre
81633,0,7071,3.45,2020-4-23,0.0,livre
81634,35,6129,4.93,2020-7-16,0.0,livre
81635,19,8981,3.06,2020-2-10,0.0,livre
81636,17,3754,5.48,2020-11-27,0.0,livre
81637,17,397,1.17,2020-2-4,0.0,livre
81638,8,6981,8.67,2020-4-26,0.0,livre
81639,16,2471,5.36,2020-1-25,0.0,livre
81640,19,8985,5.29,2020-11-25,0.0,livre
81641,1,6890,9.31,2020-6-9,0.0,livre
81642,46,8688,6.02,2020-3-16,0.0,livre
81643,3,710,9.7,2020-4-30,0.0,livre
81644,12,7742,5.75,2020-11-15,0.0,livre
81645,3,7765,7.01,2020-3-3,0.0,livre
81646,36,8074,3.16,2020-7-7,0.0,livre
81647,33,6132,5.13,2020-11-11,0.0,livre
81648,46,7097,5.03,2020-9-22,0.0,livre
81649,41,2442,5.53,2020-10-22,0.0,livre
81650,32,5552,7.24,2020-12-20,0.0,en cour
81651,39,7023,9.2,2020-8-5,0.0,livre
81652,15,3898,3.92,2020-10-11,0.0,livre
81653,8,4706,9.26,2020-9-28,0.0,livre
81654,2,7097,4.39,2020-1-8,0.0,livre
81655,40,4629,1.99,2020-3-6,0.0,livre
81656,36,4730,0.04,2020-10-14,0.0,livre
81657,28,7160,6.49,2020-8-24,0.0,livre
81658,2,3184,4.92,2020-3-16,0.0,livre
81659,31,5403,8.15,2020-9-17,0.0,livre
81660,40,6675,9.36,2020-4-6,0.0,livre
81661,9,7504,7.16,2020-8-3,0.0,livre
81662,13,3249,9.62,2020-7-6,0.0,livre
81663,1,7052,7.59,2020-9-24,0.0,livre
81664,19,8920,4.13,2020-12-14,0.0,en cour
81665,41,3492,2.79,2020-11-26,0.0,livre
81666,39,7558,7.81,2020-11-20,0.0,livre
81667,1,1441,0.23,2020-3-21,0.0,livre
81668,49,4068,9.55,2020-5-6,0.0,livre
81669,38,8405,4.51,2020-10-4,0.0,livre
81670,17,7154,5.03,2020-1-10,0.0,livre
81671,19,6061,0.05,2020-5-8,0.0,livre
81672,8,3436,7.84,2020-1-31,0.0,livre
81673,17,58,7.58,2020-12-29,0.0,en cour
81674,46,5089,2.99,2020-8-17,0.0,livre
81675,17,1571,7.69,2020-7-1,0.0,livre
81676,11,3026,1.79,2020-3-26,0.0,livre
81677,0,1658,1.72,2020-6-11,0.0,livre
81678,42,4321,5.09,2020-1-31,0.0,livre
81679,10,1365,2.19,2020-5-9,0.0,livre
81680,19,8063,6.59,2020-7-24,0.0,livre
81681,0,700,8.59,2020-10-16,0.0,livre
81682,28,8187,7.3,2020-9-3,0.0,livre
81683,8,2321,1.97,2020-2-11,0.0,livre
81684,6,304,8.26,2020-10-10,0.0,livre
81685,14,6981,2.84,2020-3-6,0.0,livre
81686,39,1645,8.01,2020-3-7,0.0,livre
81687,43,7137,1.52,2020-12-8,0.0,en cour
81688,43,1879,4.94,2020-9-3,0.0,livre
81689,32,8317,8.21,2020-9-18,0.0,livre
81690,6,6941,1.48,2020-12-25,0.0,en cour
81691,14,2677,8.55,2020-7-4,0.0,livre
81692,19,976,0.48,2020-9-9,0.0,livre
81693,18,7993,7.22,2020-12-17,0.0,en cour
81694,42,5031,2.32,2020-4-7,0.0,livre
81695,13,6464,1.62,2020-11-25,0.0,livre
81696,34,5097,7.87,2020-6-23,0.0,livre
81697,27,8612,6.06,2020-4-16,0.0,livre
81698,48,5020,4.27,2020-4-16,0.0,livre
81699,14,212,8.75,2020-2-7,0.0,livre
81700,21,2175,2.81,2020-11-12,0.0,livre
81701,41,5189,4.57,2020-8-5,0.0,livre
81702,21,4455,4.01,2020-12-16,0.0,en cour
81703,18,5163,1.95,2020-1-23,0.0,livre
81704,1,1267,1.13,2020-3-29,0.0,livre
81705,28,7888,7.5,2020-3-28,0.0,livre
81706,8,7992,2.33,2020-3-30,0.0,livre
81707,44,4397,5.29,2020-8-13,0.0,livre
81708,39,599,5.49,2020-5-17,0.0,livre
81709,26,123,5.0,2020-11-11,0.0,livre
81710,31,2267,8.9,2020-4-19,0.0,livre
81711,1,4894,2.56,2020-9-9,0.0,livre
81712,22,6917,7.97,2020-5-28,0.0,livre
81713,40,2047,6.75,2020-10-17,0.0,livre
81714,2,2945,4.98,2020-9-12,0.0,livre
81715,6,461,5.03,2020-4-17,0.0,livre
81716,39,8926,2.04,2020-2-25,0.0,livre
81717,17,1740,2.92,2020-3-1,0.0,livre
81718,45,7691,6.19,2020-7-28,0.0,livre
81719,15,6851,7.23,2020-7-19,0.0,livre
81720,15,4773,2.8,2020-3-4,0.0,livre
81721,49,817,3.62,2020-10-2,0.0,livre
81722,37,5874,3.63,2020-8-7,0.0,livre
81723,31,1951,3.83,2020-6-8,0.0,livre
81724,22,1221,9.62,2020-7-28,0.0,livre
81725,12,2999,8.56,2020-2-12,0.0,livre
81726,0,3920,8.37,2020-8-8,0.0,livre
81727,4,4134,0.39,2020-9-13,0.0,livre
81728,16,4001,3.68,2020-8-25,0.0,livre
81729,35,3998,6.44,2020-12-10,0.0,en cour
81730,46,1029,7.29,2020-4-12,0.0,livre
81731,48,875,4.87,2020-10-7,0.0,livre
81732,38,3682,7.19,2020-1-13,0.0,livre
81733,44,670,8.54,2020-11-6,0.0,livre
81734,25,2369,3.59,2020-4-21,0.0,livre
81735,46,3636,8.94,2020-10-29,0.0,livre
81736,29,5325,5.01,2020-11-28,0.0,livre
81737,50,5144,1.68,2020-8-11,0.0,livre
81738,44,6019,3.8,2020-3-3,0.0,livre
81739,46,3588,7.73,2020-1-4,0.0,livre
81740,14,4362,7.64,2020-11-9,0.0,livre
81741,48,1062,5.5,2020-5-31,0.0,livre
81742,3,4701,9.21,2020-2-6,0.0,livre
81743,3,788,2.35,2020-9-30,0.0,livre
81744,30,2674,2.22,2020-9-12,0.0,livre
81745,47,3704,6.81,2020-5-9,0.0,livre
81746,31,1503,3.93,2020-6-11,0.0,livre
81747,8,8098,9.43,2020-1-21,0.0,livre
81748,35,4060,5.75,2020-9-14,0.0,livre
81749,32,1898,2.17,2020-8-26,0.0,livre
81750,42,6387,1.12,2020-8-7,0.0,livre
81751,7,2802,1.86,2020-4-18,0.0,livre
81752,45,3641,0.86,2020-2-30,0.0,livre
81753,33,1299,9.26,2020-7-23,0.0,livre
81754,19,7009,3.94,2020-1-29,0.0,livre
81755,35,8994,9.58,2020-1-14,0.0,livre
81756,37,5348,1.4,2020-10-30,0.0,livre
81757,31,5505,4.07,2020-1-29,0.0,livre
81758,33,3217,7.36,2020-1-21,0.0,livre
81759,38,7721,5.16,2020-4-27,0.0,livre
81760,32,962,0.81,2020-12-30,0.0,en cour
81761,1,3654,6.0,2020-5-15,0.0,livre
81762,8,8099,1.98,2020-2-2,0.0,livre
81763,7,5232,4.75,2020-3-2,0.0,livre
81764,18,885,1.79,2020-6-6,0.0,livre
81765,29,6252,2.01,2020-9-17,0.0,livre
81766,15,7022,0.11,2020-9-4,0.0,livre
81767,38,5132,3.86,2020-3-12,0.0,livre
81768,11,8108,0.73,2020-10-9,0.0,livre
81769,22,923,7.03,2020-12-11,0.0,en cour
81770,23,272,4.17,2020-8-9,0.0,livre
81771,2,7491,6.72,2020-1-17,0.0,livre
81772,3,8169,1.19,2020-10-13,0.0,livre
81773,21,3294,5.77,2020-8-11,0.0,livre
81774,2,5901,0.78,2020-4-11,0.0,livre
81775,31,8486,8.8,2020-6-1,0.0,livre
81776,39,1747,2.2,2020-3-22,0.0,livre
81777,8,5736,1.04,2020-5-22,0.0,livre
81778,43,32,5.66,2020-7-6,0.0,livre
81779,42,2252,2.56,2020-11-6,0.0,livre
81780,33,1830,8.91,2020-3-31,0.0,livre
81781,1,2686,1.25,2020-12-12,0.0,en cour
81782,47,8992,4.56,2020-4-11,0.0,livre
81783,44,7198,0.29,2020-2-4,0.0,livre
81784,13,3582,8.25,2020-8-20,0.0,livre
81785,49,5879,4.68,2020-3-20,0.0,livre
81786,16,2186,1.19,2020-10-15,0.0,livre
81787,9,4442,1.42,2020-9-2,0.0,livre
81788,8,2574,8.72,2020-4-6,0.0,livre
81789,40,5468,8.46,2020-10-19,0.0,livre
81790,1,1800,3.62,2020-11-2,0.0,livre
81791,30,3197,3.73,2020-9-3,0.0,livre
81792,30,3036,5.27,2020-7-3,0.0,livre
81793,29,3906,8.17,2020-6-13,0.0,livre
81794,41,807,9.46,2020-1-22,0.0,livre
81795,6,1460,9.89,2020-12-20,0.0,en cour
81796,34,8115,5.09,2020-7-25,0.0,livre
81797,50,4453,9.38,2020-2-27,0.0,livre
81798,22,4812,8.4,2020-7-2,0.0,livre
81799,20,4748,8.32,2020-10-26,0.0,livre
81800,18,5417,0.08,2020-8-12,0.0,livre
81801,42,4051,9.77,2020-1-16,0.0,livre
81802,21,6452,6.79,2020-6-12,0.0,livre
81803,48,2475,4.23,2020-10-6,0.0,livre
81804,19,5823,5.35,2020-2-12,0.0,livre
81805,12,608,7.73,2020-12-13,0.0,en cour
81806,45,4635,4.5,2020-12-9,0.0,en cour
81807,33,5604,7.51,2020-3-8,0.0,livre
81808,50,7367,6.32,2020-3-22,0.0,livre
81809,41,6437,3.97,2020-11-4,0.0,livre
81810,33,2420,0.17,2020-8-7,0.0,livre
81811,22,4030,6.64,2020-11-18,0.0,livre
81812,21,373,8.08,2020-3-15,0.0,livre
81813,36,1827,2.04,2020-1-4,0.0,livre
81814,25,7062,5.27,2020-11-19,0.0,livre
81815,9,5639,5.67,2020-4-5,0.0,livre
81816,19,7344,7.12,2020-9-21,0.0,livre
81817,21,8633,8.14,2020-4-20,0.0,livre
81818,29,1873,7.18,2020-12-26,0.0,en cour
81819,30,6800,6.9,2020-9-13,0.0,livre
81820,25,3487,1.03,2020-3-14,0.0,livre
81821,41,5425,2.81,2020-12-18,0.0,en cour
81822,27,6549,2.51,2020-1-17,0.0,livre
81823,50,8834,4.32,2020-11-11,0.0,livre
81824,21,6370,3.09,2020-12-30,0.0,en cour
81825,32,669,2.07,2020-11-17,0.0,livre
81826,44,5969,4.28,2020-5-6,0.0,livre
81827,1,5541,8.52,2020-12-2,0.0,en cour
81828,3,3386,3.7,2020-3-1,0.0,livre
81829,39,74,1.4,2020-1-20,0.0,livre
81830,47,7470,5.86,2020-9-12,0.0,livre
81831,37,6832,8.41,2020-10-15,0.0,livre
81832,1,503,7.99,2020-1-25,0.0,livre
81833,17,5036,0.04,2020-6-20,0.0,livre
81834,26,8551,3.72,2020-1-7,0.0,livre
81835,31,2923,0.74,2020-6-1,0.0,livre
81836,18,7356,0.1,2020-5-24,0.0,livre
81837,17,2786,5.13,2020-7-24,0.0,livre
81838,44,4106,2.17,2020-4-7,0.0,livre
81839,19,3121,1.71,2020-10-17,0.0,livre
81840,28,8219,6.31,2020-6-5,0.0,livre
81841,11,8796,4.65,2020-7-18,0.0,livre
81842,10,4590,9.53,2020-1-24,0.0,livre
81843,21,3678,9.7,2020-12-27,0.0,en cour
81844,45,1597,6.4,2020-1-14,0.0,livre
81845,20,5698,5.74,2020-3-13,0.0,livre
81846,7,715,5.48,2020-8-13,0.0,livre
81847,34,3702,5.94,2020-2-22,0.0,livre
81848,20,8531,1.99,2020-4-27,0.0,livre
81849,13,8522,3.31,2020-8-2,0.0,livre
81850,3,2437,3.3,2020-9-4,0.0,livre
81851,39,8155,9.41,2020-2-6,0.0,livre
81852,45,1198,9.44,2020-12-31,0.0,en cour
81853,41,2994,6.11,2020-7-30,0.0,livre
81854,12,7354,8.46,2020-8-9,0.0,livre
81855,47,6528,2.28,2020-7-5,0.0,livre
81856,35,7442,3.54,2020-1-28,0.0,livre
81857,47,3660,3.8,2020-5-3,0.0,livre
81858,36,4663,5.49,2020-12-1,0.0,en cour
81859,14,6345,1.09,2020-3-31,0.0,livre
81860,8,6766,1.56,2020-7-19,0.0,livre
81861,11,7557,0.36,2020-7-17,0.0,livre
81862,10,7024,7.9,2020-7-16,0.0,livre
81863,1,8747,9.17,2020-7-5,0.0,livre
81864,19,7321,8.49,2020-12-7,0.0,en cour
81865,7,4535,2.17,2020-11-4,0.0,livre
81866,12,5596,2.14,2020-8-15,0.0,livre
81867,37,1044,6.07,2020-6-11,0.0,livre
81868,4,7215,6.91,2020-8-25,0.0,livre
81869,5,8784,6.17,2020-10-31,0.0,livre
81870,43,7269,1.02,2020-7-23,0.0,livre
81871,31,3841,1.61,2020-2-10,0.0,livre
81872,28,7719,0.19,2020-4-21,0.0,livre
81873,7,623,8.31,2020-8-26,0.0,livre
81874,8,5657,7.11,2020-8-4,0.0,livre
81875,36,6811,7.72,2020-1-16,0.0,livre
81876,27,3345,6.75,2020-4-21,0.0,livre
81877,46,4273,2.74,2020-5-14,0.0,livre
81878,49,553,6.8,2020-9-6,0.0,livre
81879,9,5085,3.65,2020-6-12,0.0,livre
81880,30,3286,0.92,2020-9-12,0.0,livre
81881,4,6767,6.29,2020-1-4,0.0,livre
81882,37,1802,1.8,2020-9-26,0.0,livre
81883,17,2840,4.96,2020-1-30,0.0,livre
81884,37,4205,5.11,2020-9-30,0.0,livre
81885,32,6742,4.24,2020-1-15,0.0,livre
81886,8,6219,6.89,2020-8-5,0.0,livre
81887,19,2613,7.62,2020-9-1,0.0,livre
81888,11,8145,1.44,2020-1-6,0.0,livre
81889,37,8659,3.03,2020-4-6,0.0,livre
81890,3,2308,7.93,2020-2-15,0.0,livre
81891,45,4319,3.18,2020-1-12,0.0,livre
81892,39,2562,0.53,2020-11-15,0.0,livre
81893,44,2167,8.9,2020-8-11,0.0,livre
81894,9,2883,3.72,2020-2-24,0.0,livre
81895,25,6796,7.2,2020-11-5,0.0,livre
81896,5,7122,5.11,2020-12-15,0.0,en cour
81897,49,6439,6.42,2020-1-26,0.0,livre
81898,29,2676,3.36,2020-10-12,0.0,livre
81899,19,3157,1.81,2020-4-26,0.0,livre
81900,28,5568,1.37,2020-10-14,0.0,livre
81901,30,7937,2.26,2020-7-14,0.0,livre
81902,0,1368,8.15,2020-9-28,0.0,livre
81903,1,4784,1.25,2020-8-24,0.0,livre
81904,6,1405,1.14,2020-9-19,0.0,livre
81905,29,8081,1.6,2020-2-8,0.0,livre
81906,43,4116,5.52,2020-1-18,0.0,livre
81907,14,4997,7.7,2020-4-10,0.0,livre
81908,47,6199,2.67,2020-3-10,0.0,livre
81909,2,4220,4.09,2020-1-22,0.0,livre
81910,42,8691,7.33,2020-4-30,0.0,livre
81911,50,477,2.49,2020-4-29,0.0,livre
81912,38,3792,8.3,2020-9-16,0.0,livre
81913,22,2070,7.77,2020-1-2,0.0,livre
81914,30,6241,6.71,2020-1-19,0.0,livre
81915,38,5400,4.35,2020-5-22,0.0,livre
81916,23,4611,3.34,2020-4-30,0.0,livre
81917,23,5864,3.82,2020-3-14,0.0,livre
81918,5,6958,7.56,2020-12-4,0.0,en cour
81919,42,7932,8.17,2020-6-5,0.0,livre
81920,48,7729,7.31,2020-8-30,0.0,livre
81921,48,1748,9.96,2020-1-27,0.0,livre
81922,25,8977,9.97,2020-10-5,0.0,livre
81923,41,6677,9.07,2020-3-18,0.0,livre
81924,10,7400,7.51,2020-3-21,0.0,livre
81925,22,5375,8.34,2020-9-24,0.0,livre
81926,1,2121,2.76,2020-6-29,0.0,livre
81927,25,4212,8.86,2020-1-2,0.0,livre
81928,24,2141,6.65,2020-4-28,0.0,livre
81929,36,5074,7.5,2020-4-8,0.0,livre
81930,20,4045,6.16,2020-3-3,0.0,livre
81931,41,2855,9.87,2020-5-12,0.0,livre
81932,42,5994,0.18,2020-9-6,0.0,livre
81933,8,448,7.07,2020-3-31,0.0,livre
81934,22,2713,3.49,2020-8-20,0.0,livre
81935,25,8828,2.21,2020-5-15,0.0,livre
81936,31,4863,6.83,2020-3-20,0.0,livre
81937,40,4429,4.77,2020-3-14,0.0,livre
81938,43,622,0.97,2020-10-16,0.0,livre
81939,44,6083,0.67,2020-1-13,0.0,livre
81940,29,2253,2.16,2020-1-31,0.0,livre
81941,2,4880,2.05,2020-1-25,0.0,livre
81942,37,8691,6.7,2020-5-8,0.0,livre
81943,44,2156,3.38,2020-11-10,0.0,livre
81944,1,571,8.85,2020-11-12,0.0,livre
81945,21,4750,4.04,2020-9-8,0.0,livre
81946,11,3268,9.45,2020-12-3,0.0,en cour
81947,21,4391,8.67,2020-8-24,0.0,livre
81948,27,7030,7.85,2020-1-26,0.0,livre
81949,40,3755,2.38,2020-7-17,0.0,livre
81950,31,4368,1.67,2020-4-29,0.0,livre
81951,34,6278,9.05,2020-8-30,0.0,livre
81952,39,5191,1.36,2020-7-9,0.0,livre
81953,27,8749,6.86,2020-1-10,0.0,livre
81954,31,4426,9.67,2020-1-4,0.0,livre
81955,5,6837,5.43,2020-5-30,0.0,livre
81956,16,8360,1.02,2020-7-22,0.0,livre
81957,11,6716,0.51,2020-7-1,0.0,livre
81958,47,1735,1.14,2020-11-29,0.0,livre
81959,25,5787,0.12,2020-9-10,0.0,livre
81960,3,3208,3.47,2020-8-14,0.0,livre
81961,22,1151,7.13,2020-5-23,0.0,livre
81962,41,1369,5.8,2020-3-14,0.0,livre
81963,27,7643,5.16,2020-6-22,0.0,livre
81964,25,461,4.26,2020-12-19,0.0,en cour
81965,17,5132,5.34,2020-3-12,0.0,livre
81966,6,1403,7.93,2020-9-20,0.0,livre
81967,34,609,1.66,2020-10-7,0.0,livre
81968,12,6283,1.95,2020-12-8,0.0,en cour
81969,18,74,3.33,2020-7-29,0.0,livre
81970,9,6752,0.37,2020-9-14,0.0,livre
81971,44,6684,3.39,2020-1-26,0.0,livre
81972,25,3838,0.33,2020-2-9,0.0,livre
81973,34,6565,8.47,2020-10-28,0.0,livre
81974,44,8643,4.02,2020-6-12,0.0,livre
81975,39,722,2.76,2020-6-25,0.0,livre
81976,39,7551,2.4,2020-5-4,0.0,livre
81977,32,345,8.42,2020-7-3,0.0,livre
81978,12,1301,3.38,2020-1-26,0.0,livre
81979,28,6935,7.51,2020-5-12,0.0,livre
81980,30,6635,3.57,2020-5-10,0.0,livre
81981,9,7502,3.46,2020-2-14,0.0,livre
81982,3,6761,8.9,2020-6-4,0.0,livre
81983,42,5497,0.21,2020-9-5,0.0,livre
81984,38,896,0.61,2020-7-19,0.0,livre
81985,18,2287,5.89,2020-10-21,0.0,livre
81986,2,5806,6.06,2020-8-8,0.0,livre
81987,38,5662,6.42,2020-9-4,0.0,livre
81988,46,5472,6.32,2020-5-3,0.0,livre
81989,16,2405,8.99,2020-11-14,0.0,livre
81990,14,8061,9.63,2020-12-14,0.0,en cour
81991,48,3359,8.93,2020-9-9,0.0,livre
81992,17,1080,3.26,2020-8-10,0.0,livre
81993,8,7990,1.25,2020-5-19,0.0,livre
81994,9,642,0.85,2020-12-9,0.0,en cour
81995,33,3812,8.33,2020-3-24,0.0,livre
81996,31,8995,5.46,2020-4-23,0.0,livre
81997,35,2210,9.87,2020-12-29,0.0,en cour
81998,49,5729,3.98,2020-5-17,0.0,livre
81999,34,7712,9.45,2020-12-10,0.0,en cour
82000,17,3498,6.48,2020-3-16,0.0,livre
82001,12,5651,1.72,2020-8-16,0.0,livre
82002,25,1470,2.35,2020-8-30,0.0,livre
82003,30,4181,5.33,2020-9-9,0.0,livre
82004,0,3339,4.63,2020-6-21,0.0,livre
82005,16,4731,2.86,2020-11-27,0.0,livre
82006,6,4300,0.94,2020-3-13,0.0,livre
82007,42,6053,4.77,2020-8-23,0.0,livre
82008,6,7252,6.84,2020-1-25,0.0,livre
82009,18,7040,2.7,2020-8-14,0.0,livre
82010,47,751,5.67,2020-8-18,0.0,livre
82011,14,7927,8.51,2020-6-13,0.0,livre
82012,33,3373,0.4,2020-9-15,0.0,livre
82013,26,4091,3.9,2020-10-4,0.0,livre
82014,23,1291,4.66,2020-2-11,0.0,livre
82015,50,5884,2.19,2020-4-9,0.0,livre
82016,42,7334,3.86,2020-4-8,0.0,livre
82017,42,1989,5.18,2020-11-11,0.0,livre
82018,16,890,0.61,2020-6-15,0.0,livre
82019,3,6308,9.55,2020-3-24,0.0,livre
82020,27,3630,4.55,2020-9-27,0.0,livre
82021,18,216,5.26,2020-1-7,0.0,livre
82022,6,403,3.19,2020-3-20,0.0,livre
82023,47,3040,4.56,2020-9-17,0.0,livre
82024,18,5188,0.21,2020-7-10,0.0,livre
82025,31,3580,9.99,2020-3-19,0.0,livre
82026,40,1984,1.22,2020-3-5,0.0,livre
82027,18,2836,0.75,2020-8-18,0.0,livre
82028,49,2314,9.51,2020-8-11,0.0,livre
82029,11,5650,9.61,2020-3-14,0.0,livre
82030,7,1348,8.77,2020-1-8,0.0,livre
82031,20,5871,6.57,2020-9-20,0.0,livre
82032,43,2800,1.72,2020-12-27,0.0,en cour
82033,4,4909,7.57,2020-5-8,0.0,livre
82034,16,7976,1.8,2020-4-6,0.0,livre
82035,23,1963,4.58,2020-4-2,0.0,livre
82036,38,4028,2.59,2020-10-14,0.0,livre
82037,33,5086,2.79,2020-11-12,0.0,livre
82038,0,113,0.96,2020-11-16,0.0,livre
82039,32,7396,4.56,2020-3-3,0.0,livre
82040,40,7957,5.83,2020-8-16,0.0,livre
82041,20,8212,0.53,2020-6-21,0.0,livre
82042,19,8740,1.57,2020-12-3,0.0,en cour
82043,26,7934,8.24,2020-7-5,0.0,livre
82044,40,4243,2.79,2020-5-2,0.0,livre
82045,7,7944,7.55,2020-5-23,0.0,livre
82046,49,1044,0.08,2020-5-29,0.0,livre
82047,7,1232,3.5,2020-5-20,0.0,livre
82048,40,8261,4.62,2020-7-21,0.0,livre
82049,14,7660,1.53,2020-3-24,0.0,livre
82050,49,19,3.52,2020-4-18,0.0,livre
82051,24,877,6.15,2020-11-2,0.0,livre
82052,13,1673,3.54,2020-7-27,0.0,livre
82053,46,3215,8.76,2020-1-15,0.0,livre
